Bathrooms,Bedrooms,Floor area,Furnishing,Parkings,Price,Swimming pool,Type,State,PostalCode
3,3,1500,1,1,39000000,1,0,0,10107
3,3,1550,1,1,43500000,1,0,0,10107
2,3,1700,0,1,37500000,0,0,0,10107
2,3,1580,0,1,36500000,1,0,0,10107
3,3,1700,1,1,35000000,1,0,1,10107
2,3,1315,0,1,29500000,1,0,0,10107
3,3,1570,1,1,35500000,1,0,0,10107
5,3,1570,1,1,40000000,1,0,1,10107
3,3,1570,1,1,40000000,1,0,0,10107
4,3,1570,1,1,35000000,1,0,0,10107
4,3,1650,0,1,42000000,1,0,0,10107
3,3,1700,1,1,50000000,1,0,0,10107
3,3,1680,1,1,42000000,1,0,0,10107
2,3,1512,0,1,35000000,1,0,0,10107
3,3,1550,0,1,30000000,0,0,1,10107
3,3,1500,0,1,34000000,1,0,1,10107
3,3,1650,1,1,42000000,1,0,0,10107
2,3,2000,0,1,58000000,1,0,0,10107
3,3,1450,1,1,50000000,1,0,0,10107
3,3,1600,0,1,40000000,1,0,0,10107
2,3,1512,0,1,35000000,1,0,1,10107
2,3,1329,0,1,29850000,1,0,1,10107
3,3,1512,1,1,37000000,0,0,1,10107
2,3,1998,1,1,36000000,1,0,0,10107
3,3,1650,1,1,59000000,1,0,0,10107
2,3,1384,0,1,32000000,1,0,1,10107
3,3,1700,1,1,44000000,1,0,0,10107
2,3,1500,0,1,32500000,1,0,1,10107
3,3,1607,0,1,45000000,0,0,0,10107
2,3,1512,0,1,44500000,1,0,1,10107
2,3,1700,0,1,39000000,0,0,0,10107
2,3,1512,0,1,36000000,1,0,1,10107
2,2,1207,0,1,36000000,0,0,0,10107
2,3,1500,0,1,35000000,1,0,1,10107
2,3,1329,0,1,33000000,0,0,0,10107
3,3,1500,0,1,31000000,1,0,1,10107
2,3,1512,0,1,30000000,0,0,1,10107
2,3,1512,0,1,30000000,1,0,1,10107
2,3,1350,0,1,29500000,1,0,0,10107
3,3,1315,0,1,29000000,0,0,0,10107
3,3,1315,1,1,28500000,1,0,0,10107
2,3,1200,0,1,16500000,1,0,0,10107
2,2,1000,1,1,14000000,1,0,1,10107
2,3,1205,1,1,28000000,0,0,1,10107
2,2,1050,1,1,36000000,1,0,0,10107
3,4,2400,1,1,55000000,1,0,0,10107
2,3,1384,0,1,33000000,1,0,1,10107
3,3,1315,1,1,31000000,1,0,0,10107
2,3,1264,0,1,32000000,1,0,1,10120
2,3,1035,0,1,29000000,1,0,1,10120
2,3,1065,0,1,25000000,1,0,1,10120
3,3,1250,0,1,25000000,0,0,1,10120
2,3,1300,1,1,30000000,1,0,0,10120
2,3,1065,0,1,27500000,0,0,0,10120
2,3,1200,0,1,27000000,0,0,0,10120
2,2,909,0,1,19750000,0,0,0,10120
2,3,1250,0,1,25000000,0,0,1,10350
2,2,1400,0,1,22500000,0,0,1,10350
2,3,1220,0,1,18000000,0,0,0,10350
1,2,600,0,1,12500000,0,0,1,10350
2,3,1560,0,1,33000000,1,0,0,10350
1,2,715,0,1,14000000,0,0,0,10350
3,3,1740,0,1,26000000,0,0,1,10350
2,3,1700,1,1,36000000,1,0,0,10350
2,3,1740,0,1,23000000,0,0,1,10350
3,3,1290,1,1,23700000,0,0,0,10350
2,3,1100,0,1,23000000,0,0,0,10350
2,3,900,0,1,18000000,0,0,0,10350
2,3,800,0,1,14000000,0,0,0,10350
2,2,1040,0,1,16600000,0,0,1,10350
2,3,1250,1,1,25000000,0,0,1,10350
1,1,700,1,1,19500000,1,0,1,10350
3,4,1470,1,1,19500000,1,0,1,10350
3,2,1200,1,1,19500000,1,0,1,10350
2,3,1150,0,1,22000000,0,0,1,10350
2,3,1100,0,1,65000,0,0,1,10350
2,3,1560,0,1,15500000,1,0,0,10400
3,3,2271,0,1,253400000,1,0,1,00100
3,4,2700,0,1,245429460,1,0,0,00100
3,4,3000,0,1,245000000,1,0,1,00100
2,2,1730,0,1,117650000,1,0,1,00100
2,3,1600,1,1,50000000,1,0,0,00100
2,3,1700,0,1,50000000,1,0,0,00100
2,3,1450,1,1,35000000,1,0,0,00100
2,3,1550,0,1,35000000,1,0,1,00101
2,3,1162,0,1,34000000,1,0,0,00101
3,3,1680,0,1,52000000,1,0,1,00101
2,3,1100,0,1,19250000,0,0,1,00101
2,2,1140,0,1,18240000,0,0,1,00101
2,3,1300,1,1,26000000,1,0,0,00101
2,3,1035,0,1,28000000,0,0,0,00101
2,3,1035,0,1,28000000,0,0,0,00101
2,3,1035,0,1,28000000,0,0,0,00101
2,3,1035,0,1,28000000,0,0,0,00101
3,4,3000,0,1,245000000,1,0,1,00200
2,2,1744,0,1,156000000,1,0,1,00200
2,2,1733,0,1,150426400,1,0,1,00200
2,2,1468,0,1,86200000,1,0,1,00200
3,3,1850,1,1,85000000,1,0,0,00200
3,3,2028,1,1,80000000,0,0,0,00200
2,3,2024,0,1,77640000,1,0,0,00200
2,2,1250,0,1,72000000,1,0,1,00200
2,2,973,0,1,72000000,0,0,0,00200
2,2,973,0,1,67500000,0,0,0,00200
2,3,1228,0,1,55000000,0,0,0,00200
2,3,1228,0,1,55000000,0,0,0,00200
2,3,1228,0,1,55000000,0,0,0,00200
2,3,1228,0,1,55000000,0,0,0,00200
2,3,1228,0,1,55000000,0,0,0,00200
2,3,1228,0,1,55000000,0,0,0,00200
2,3,1312,0,1,54860000,1,0,0,00200
2,3,1228,0,1,48000000,0,0,0,00200
2,2,907,1,1,38000000,1,0,0,00200
4,4,2800,0,1,268000000,1,0,0,00300
4,4,4330,0,1,250000000,0,0,0,00300
3,4,2700,0,1,245147000,1,0,1,00300
3,4,2850,0,1,245000000,1,0,1,00300
3,4,2500,0,1,200000000,1,0,0,00300
4,4,2450,1,1,190000000,1,0,0,00300
3,2,1750,0,1,143000000,1,0,0,00300
4,4,2450,1,1,130000000,1,0,1,00300
4,4,2450,1,1,115000000,1,0,0,00300
2,3,1854,1,1,108000000,0,0,0,00300
3,3,1830,1,1,95550000,0,0,0,00300
2,3,1581,0,1,85000000,0,0,0,00300
4,4,2700,0,1,80000000,1,0,1,00300
3,3,1700,1,1,80000000,1,0,0,00300
3,3,2028,1,1,80000000,1,0,0,00300
3,3,1535,0,1,78000000,1,0,1,00300
2,3,1850,1,1,75000000,1,0,0,00300
3,3,1750,1,1,75000000,1,0,1,00300
2,3,1688,1,1,75000000,1,0,0,00300
2,3,1135,0,1,72000000,1,0,1,00300
3,3,1540,0,1,72000000,0,0,0,00300
2,3,1900,1,1,70000000,1,0,1,00300
2,3,1800,1,1,70000000,1,0,0,00300
3,3,1668,0,1,70000000,1,0,0,00300
2,3,1300,0,1,70000000,0,0,0,00300
2,3,1300,0,1,70000000,0,0,0,00300
2,3,1135,0,1,68000000,1,0,1,00300
2,2,1100,0,1,67288000,0,0,0,00300
2,3,1300,0,1,67000000,0,0,0,00300
2,3,1630,1,1,67000000,1,0,0,00300
2,2,1360,1,1,65000000,0,0,0,00300
2,3,1820,0,1,65000000,1,0,0,00300
2,3,1300,0,1,63000000,0,0,0,00300
2,3,1300,0,1,63000000,0,0,0,00300
2,2,1100,1,1,62000000,1,0,1,00300
2,3,1630,0,1,60000000,1,0,1,00300
2,2,1076,0,1,60000000,0,0,0,00300
2,3,1300,0,1,60000000,0,0,0,00300
2,3,1300,0,1,60000000,0,0,0,00300
2,2,1350,0,1,58000000,0,0,0,00300
2,2,1054,1,1,58000000,1,0,0,00300
2,2,1076,0,1,56000000,0,0,0,00300
2,2,1050,1,1,55000000,1,0,1,00300
3,3,1453,0,1,55000000,1,0,1,00300
2,2,1135,1,1,55000000,1,0,1,00300
2,2,989,0,1,55000000,0,0,0,00300
2,3,1750,1,1,48000000,0,0,0,00300
2,3,1750,0,1,47000000,0,0,0,00300
3,3,1500,1,1,47000000,1,0,0,00300
2,3,1600,0,1,47000000,0,0,0,00300
2,3,1600,0,1,47000000,0,0,0,00300
2,3,1600,0,1,47000000,0,0,0,00300
2,3,1600,0,1,47000000,0,0,0,00300
2,3,1600,0,1,47000000,0,0,0,00300
3,3,1550,0,1,45000000,0,0,0,00300
3,3,1700,1,1,45000000,1,0,0,00300
2,3,1300,0,1,44000000,0,0,0,00300
2,3,1300,1,1,43500000,1,0,1,00300
2,3,1500,1,1,42000000,0,0,0,00300
3,3,1680,1,1,42000000,1,0,0,00300
2,3,1450,1,1,40000000,0,0,0,00300
3,3,1485,0,1,38500000,0,0,0,00300
2,2,1300,0,1,35000000,0,0,0,00300
2,3,1550,1,1,35000000,0,0,0,00300
2,2,1250,1,1,35000000,0,0,0,00300
2,3,1550,1,1,35000000,1,0,0,00300
2,3,1540,1,1,35000000,0,0,0,00300
2,3,1376,1,1,34000000,1,0,0,00300
3,3,1340,0,1,34000000,0,0,0,00300
1,1,800,1,1,31000000,1,0,0,00300
2,3,1050,1,1,30000000,0,0,0,00300
2,3,950,0,1,26000000,0,0,0,00300
2,3,1600,1,1,47000000,1,0,0,00400
3,4,1800,0,1,45000000,0,0,0,00400
3,4,1800,0,1,45000000,0,0,0,00400
2,3,1550,0,1,42000000,1,0,0,00400
2,3,1450,0,1,39000000,0,0,0,00400
3,3,1500,1,1,39000000,0,0,0,00400
2,3,1500,1,1,38500000,0,0,0,00400
2,3,1250,1,1,36500000,0,0,0,00400
3,3,1500,0,1,36000000,0,0,1,00400
2,3,1450,1,1,35000000,1,0,0,00400
2,3,1160,0,1,32000000,0,0,0,00400
2,3,1160,1,1,32000000,0,0,0,00400
2,3,1410,0,1,30000000,1,0,0,00400
2,2,1200,0,1,28000000,0,0,0,00400
2,3,1200,1,1,27000000,0,0,0,00400
3,3,2450,0,1,150000000,1,0,0,00500
3,3,2450,0,1,150000000,1,0,0,00500
2,3,1600,1,1,67000000,1,0,0,00500
3,3,1500,1,1,65000000,1,0,1,00500
2,3,1550,0,1,64000000,1,0,0,00500
3,3,1500,1,1,64000000,1,0,0,00500
2,3,1500,1,1,62000000,1,0,0,00500
2,3,1350,0,1,62000000,0,0,0,00500
2,3,1544,0,1,60000000,1,0,0,00500
3,3,1313,0,1,60000000,1,0,1,00500
2,3,1500,0,1,60000000,0,0,0,00500
2,3,1500,0,1,60000000,0,0,0,00500
2,3,1500,0,1,60000000,0,0,0,00500
2,3,1350,0,1,58750000,0,0,0,00500
3,3,1313,0,1,58000000,1,0,1,00500
2,3,1750,0,1,57000000,1,0,1,00500
2,3,1228,0,1,55000000,0,0,0,00500
2,3,1500,0,1,54000000,1,0,1,00500
2,3,1800,1,1,53000000,1,0,0,00500
2,3,1510,1,1,50000000,0,0,0,00500
2,3,1450,0,1,50000000,1,0,0,00500
3,3,1213,0,1,48000000,1,0,1,00500
2,3,1550,0,1,47000000,0,0,0,00500
2,2,1300,0,1,46000000,1,0,0,00500
2,3,1600,1,1,44000000,1,0,0,00500
2,3,1400,0,1,43000000,1,0,0,00500
2,2,965,0,1,40000000,1,0,1,00500
2,3,1560,0,1,40000000,0,0,0,00500
2,3,1560,0,1,40000000,0,0,0,00500
2,3,1560,0,1,40000000,0,0,0,00500
2,3,1560,0,1,40000000,0,0,0,00500
2,3,1560,0,1,40000000,0,0,0,00500
2,2,1500,0,1,40000000,0,0,0,00500
2,2,965,0,1,39500000,1,0,1,00500
2,2,965,0,1,39500000,0,0,0,00500
2,2,965,0,1,39500000,0,0,0,00500
2,2,965,0,1,39500000,0,0,0,00500
2,2,965,0,1,39500000,0,0,0,00500
2,2,965,0,1,39500000,0,0,0,00500
2,3,1500,0,1,39000000,0,0,0,00500
2,3,1500,0,1,39000000,0,0,0,00500
2,3,1510,0,1,39000000,1,0,0,00500
2,3,1500,0,1,39000000,0,0,0,00500
2,3,1500,0,1,39000000,0,0,0,00500
2,3,1500,0,1,39000000,0,0,0,00500
3,3,1525,0,1,37500000,1,0,1,00500
2,3,1200,0,1,33000000,0,0,0,00500
2,3,1375,0,1,32500000,1,0,1,00500
2,3,1250,0,1,30000000,1,0,0,00500
2,2,1135,1,1,29000000,1,0,0,00500
2,3,1325,0,1,27000000,1,0,0,00500
2,3,1290,0,1,27000000,0,0,0,00500
2,2,930,0,1,26000000,0,0,0,00500
2,2,1000,0,1,26000000,0,0,1,00500
2,2,930,0,1,26000000,0,0,0,00500
2,2,930,0,1,26000000,0,0,0,00500
2,2,930,0,1,26000000,0,0,0,00500
2,3,850,0,1,19500000,0,0,0,00500
2,2,1000,0,1,130000,0,0,0,00500
2,2,1100,1,1,100000,0,0,1,00500
5,5,2780,0,1,67500000,1,0,0,00600
3,4,1560,0,1,38000000,0,0,1,00600
2,3,1560,0,1,38000000,0,0,0,00600
3,3,1240,0,1,37000000,1,0,0,00600
3,3,1610,0,1,35000000,0,0,1,00600
2,2,1300,0,1,35000000,0,0,0,00600
2,3,1400,0,1,32000000,0,0,0,00600
2,3,1560,0,1,32000000,0,0,0,00600
2,3,1560,0,1,32000000,0,0,0,00600
2,3,1238,0,1,28500000,0,0,0,00600
2,3,1250,0,1,26250000,0,0,1,00600
3,3,1240,0,1,25000000,0,0,0,00600
2,3,1300,0,1,24500000,1,0,0,00600
2,2,1250,0,1,22500000,0,0,0,00600
2,2,1250,0,1,22500000,0,0,0,00600
2,3,1100,0,1,16900000,0,0,0,00600
1,1,400,0,1,13500000,0,0,0,00600
2,3,2700,0,1,202500000,0,0,0,00700
2,3,2050,0,1,155000000,1,0,0,00700
2,2,1300,0,1,100000000,1,0,0,00700
2,2,1310,1,1,90000000,1,0,1,00700
2,2,1100,1,1,90000000,1,0,0,00700
2,2,1310,0,1,88000000,0,0,0,00700
2,2,1310,0,1,88000000,0,0,0,00700
2,2,1310,0,1,88000000,0,0,0,00700
2,2,1310,0,1,88000000,0,0,0,00700
3,3,1453,0,1,84000000,0,0,0,00700
3,3,1453,0,1,84000000,0,0,0,00700
3,3,1453,0,1,84000000,0,0,0,00700
3,3,1453,0,1,84000000,0,0,0,00700
3,3,1453,0,1,84000000,0,0,0,00700
3,3,1500,0,1,65000000,0,0,0,00700
3,3,1500,0,1,65000000,0,0,0,00700
3,3,1500,0,1,65000000,0,0,1,00700
3,3,1500,0,1,65000000,0,0,0,00700
3,3,1500,0,1,65000000,0,0,0,00700
3,3,1500,0,1,65000000,0,0,0,00700
2,3,1300,0,1,60000000,0,0,0,00700
3,3,1500,1,1,59000000,1,0,1,00700
2,3,1300,0,1,59000000,0,0,0,00700
2,2,920,1,1,55000000,1,0,1,00700
2,3,1690,0,1,54000000,0,0,0,00700
2,3,1690,0,1,54000000,0,0,0,00700
2,3,1665,1,1,52500000,1,0,0,00700
2,2,950,1,1,51000000,1,0,0,00700
2,3,1570,1,1,50000000,1,0,0,00700
2,2,1000,1,1,50000000,1,0,0,00700
3,3,1680,1,1,50000000,1,0,0,00700
2,3,1690,1,1,48000000,1,0,0,00700
2,3,1690,0,1,48000000,1,0,1,00700
2,3,2000,0,1,46000000,1,0,0,00700
2,3,1664,0,1,46000000,0,0,0,00700
2,3,1664,0,1,46000000,0,0,0,00700
2,3,1664,0,1,46000000,0,0,0,00700
2,3,1664,0,1,46000000,0,0,0,00700
2,3,1664,0,1,46000000,0,0,0,00700
3,3,1500,1,1,44000000,0,0,0,00700
2,2,1450,1,1,44000000,0,0,0,00700
2,2,1110,1,1,41000000,0,0,1,00700
5,4,3400,1,1,700000,1,0,1,00700
2,3,1895,1,1,72000000,1,0,0,00800
2,3,1890,0,1,58500000,0,0,0,00800
2,3,1881,1,1,56000000,1,0,1,00800
2,3,1850,0,1,52000000,1,0,0,00800
2,2,984,0,1,40000000,0,0,0,00800
2,2,984,0,1,40000000,0,0,0,00800
2,3,1354,0,1,36500000,0,0,0,00800
2,2,1100,0,1,36500000,0,0,0,00800
2,2,1150,1,1,27500000,0,0,0,00800
2,2,1150,1,1,26000000,0,0,0,00800
1,1,530,0,1,21000000,0,0,0,00800
2,3,1314,0,1,25000000,1,0,0,00900
2,3,1700,0,1,38000000,0,0,0,10107
3,3,1635,0,1,52000000,1,0,1,10107
2,3,2000,0,1,42500000,1,0,0,10107
2,3,1700,1,1,40000000,1,0,0,10107
3,3,1350,0,1,31000000,0,0,0,10107
2,3,1570,0,1,38000000,1,0,0,10107
2,2,1260,1,1,36000000,1,0,0,10107
2,3,1400,0,1,34000000,1,0,1,10107
3,3,2170,1,1,65000000,1,0,0,10107
2,3,1700,1,1,36000000,1,0,0,10107
2,3,1350,0,1,34000000,1,0,0,10107
2,3,1395,0,1,26000000,1,0,1,10107
3,3,1700,1,1,35000000,1,0,0,10107
3,4,2123,0,1,60000000,1,0,0,10107
2,3,1600,1,1,35500000,1,0,1,10107
3,3,1350,0,1,35000000,1,0,1,10107
2,3,1690,0,1,50000000,1,0,0,10107
3,3,1715,1,1,52000000,0,0,0,10107
2,3,1680,1,1,48000000,1,0,1,10107
3,3,1606,1,1,42000000,1,0,0,10107
2,3,1700,1,1,55000000,1,0,0,10107
4,4,5250,0,1,145000000,0,0,0,10107
4,4,5250,0,1,145000000,0,0,0,10107
4,4,5250,0,1,145000000,0,0,0,10107
4,4,5250,0,1,145000000,0,0,0,10107
4,4,5250,0,1,145000000,0,0,0,10107
4,4,2125,0,1,65000000,0,0,0,10107
3,4,2123,0,1,65000000,0,0,0,10107
4,4,2125,0,1,65000000,0,0,0,10107
3,4,2123,0,1,65000000,0,0,0,10107
4,4,2125,0,1,65000000,0,0,0,10107
3,4,2123,0,1,65000000,0,0,0,10107
2,3,2650,0,1,63000000,1,0,0,10107
2,3,2650,0,1,63000000,0,0,0,10107
2,3,2650,0,1,63000000,0,0,0,10107
2,3,2650,0,1,63000000,0,0,0,10107
2,3,2650,0,1,63000000,0,0,0,10107
2,3,2650,0,1,63000000,0,0,0,10107
2,3,2650,0,1,63000000,0,0,0,10107
2,3,2282,0,1,58000000,0,0,0,10107
2,3,1680,1,1,55000000,1,0,0,10107
2,3,1606,1,1,43500000,0,0,0,10107
3,3,1550,0,1,40000000,0,0,0,10107
2,3,1760,0,1,40000000,0,0,0,10107
2,3,1730,0,1,40000000,0,0,0,10107
2,3,1730,0,1,40000000,0,0,0,10107
2,3,1730,0,1,40000000,0,0,0,10107
2,3,1730,0,1,40000000,0,0,0,10107
2,3,1512,0,1,39000000,0,0,0,10107
2,3,1512,0,1,37000000,0,0,0,10107
2,3,1376,0,1,37000000,0,0,0,10107
2,3,1376,0,1,37000000,0,0,0,10107
2,3,1512,0,1,37000000,0,0,0,10107
2,3,1376,0,1,37000000,0,0,0,10107
2,3,1376,0,1,37000000,0,0,0,10107
2,3,1512,0,1,37000000,0,0,0,10107
2,3,1500,0,1,35000000,0,0,0,10107
2,3,1500,0,1,35000000,0,0,0,10107
2,3,1512,0,1,35000000,0,0,0,10107
2,3,1500,0,1,35000000,0,0,0,10107
2,3,1512,0,1,35000000,0,0,0,10107
2,3,1384,0,1,34000000,1,0,0,10107
2,3,1500,0,1,33500000,0,0,0,10107
3,3,1500,0,1,33000000,0,0,0,10107
2,3,1500,0,1,33000000,1,0,0,10107
3,3,1500,0,1,33000000,0,0,0,10107
3,3,1500,0,1,33000000,0,0,0,10107
2,3,1329,0,1,32000000,1,0,1,10107
2,3,1329,0,1,31500000,0,0,0,10107
2,3,1329,0,1,31500000,0,0,0,10107
2,3,1329,0,1,31500000,0,0,0,10107
2,3,1329,0,1,31500000,0,0,0,10107
2,3,1329,0,1,31500000,0,0,0,10107
2,3,1395,0,1,26000000,0,0,0,10107
2,3,1395,0,1,26000000,0,0,0,10107
2,3,1400,0,1,25000000,1,0,0,10120
2,3,1065,0,1,27500000,1,0,0,10120
3,3,1500,1,1,28500000,1,0,1,10120
3,3,1800,1,1,37500000,0,0,0,10120
2,3,1000,0,1,16000000,0,0,0,10120
2,2,1000,0,1,16000000,0,0,0,10120
3,2,1250,0,1,23000000,0,0,1,10350
2,2,815,1,1,14500000,0,0,0,10350
2,2,1050,0,1,16500000,0,0,1,10350
2,3,1150,0,1,23000000,0,0,0,10350
2,3,1350,0,1,20000000,0,0,0,10350
2,3,1200,0,1,19000000,0,0,0,10350
2,2,860,0,1,17000000,0,0,0,10350
3,3,1350,0,1,22500000,0,0,0,10350
2,2,925,1,1,17500000,0,0,0,10350
2,3,1563,0,1,32000000,1,0,0,10350
2,3,1150,0,1,28500000,1,0,0,10350
5,4,4000,0,6,170000000,0,1,0,00600
3,4,3000,1,2,150000000,0,1,0,00500
3,4,3200,0,2,130000000,0,1,0,00600
4,4,4500,1,6,120000000,0,1,0,00101
4,5,4200,1,2,120000000,0,1,0,00500
4,5,4500,0,2,90000000,0,1,0,10107
4,5,3600,0,3,68000000,0,1,0,00101
3,5,3200,1,2,68000000,0,1,0,10107
4,4,3500,1,4,68000000,0,1,0,10350
5,3,3000,0,2,65000000,0,1,0,00101
5,4,3500,1,2,60000000,0,1,0,10120
4,4,3800,0,2,58000000,0,1,1,10350
3,3,1700,0,1,52000000,0,1,0,10350
4,4,3000,0,2,48000000,0,1,1,10350
3,5,2370,0,2,44000000,0,1,0,00600
6,5,3092,0,6,42000000,0,1,0,10107
2,5,2500,0,1,36000000,0,1,0,10350
2,4,2800,0,4,35000000,0,1,0,10120
2,3,1850,0,2,35000000,0,1,0,10350
3,6,4000,0,2,30000000,0,1,0,10120
2,4,2500,0,2,28000000,0,1,0,10107
3,5,2350,0,2,27000000,0,1,0,10350
3,4,1700,0,1,26000000,0,1,0,10350
2,4,1200,0,2,21000000,0,1,0,10350
4,5,4000,1,7,43000000,1,1,0,10350
2,3,4000,0,6,50500000,0,1,1,00101
6,8,7400,1,6,160000000,0,1,0,00101
6,7,11000,1,6,75000000,1,1,0,00101
2,3,2000,0,6,45000000,0,1,0,00101
3,4,4000,0,6,210000000,0,1,0,00300
7,9,9500,0,6,460000000,0,1,0,00400
7,9,5300,1,6,220000000,0,1,0,00400
7,8,9500,0,6,483000000,0,1,0,00500
10,12,13500,1,6,250000000,0,1,0,00600
13,15,16000,1,6,250000000,0,1,0,00600
5,7,15000,1,6,700000000,0,1,1,00700
7,8,11715,0,6,600000000,1,1,1,00700
5,7,11715,0,6,600000000,1,1,1,00700
4,5,4000,0,6,214500000,0,1,0,00700
3,5,4000,0,6,175000000,0,1,0,00800
4,4,12150,0,6,450000000,1,1,0,10107
8,9,12000,0,6,110000000,0,1,0,10107
8,8,12000,1,6,130000000,0,1,1,10107
4,4,4000,1,6,150000000,1,1,1,10120
4,5,3500,0,6,75000000,0,1,0,10120
3,4,4000,1,6,150000000,1,1,1,10120
5,5,8600,0,6,375000000,1,1,1,10120
3,4,3500,0,6,34000000,0,1,0,10120
5,6,4012,1,6,110000000,0,1,1,10120
4,5,4500,0,6,95000000,0,1,0,10350
3,5,3200,0,6,57000000,0,1,0,10350
3,5,4000,0,6,16000000,0,1,0,10400
4,6,6500,1,6,90000000,0,1,0,10400
4,5,6500,0,6,90000000,0,1,0,10400
4,5,4600,0,6,28000000,0,1,0,10400
3,4,1500,0,6,38000000,0,1,0,10400
2,4,2000,0,6,17500000,0,1,0,10400
3,4,2500,0,6,19000000,0,1,0,10400
5,7,4000,0,5,65000000,0,1,0,00101
3,4,4500,1,5,40000000,0,1,0,00101
4,6,4500,0,5,69000000,0,1,1,00101
4,4,4000,0,5,232000000,0,1,0,00500
3,3,3000,0,5,140000000,0,1,0,00500
5,5,4500,0,5,189000000,0,1,0,00700
4,5,3000,0,5,50000000,0,1,0,01500
6,7,7800,0,5,320000000,1,1,0,10120
5,6,3700,0,5,118000000,0,1,0,10120
3,5,4000,0,5,60000000,0,1,0,10120
4,5,4800,1,5,77500000,1,1,1,10120
4,5,5950,0,5,170000000,0,1,0,10120
4,5,5950,1,5,170000000,0,1,0,10120
2,5,6000,0,5,80000000,0,1,0,10120
5,6,5000,0,5,60000000,0,1,0,10350
6,7,7500,1,5,150000000,1,1,0,10350
7,8,2000,0,5,67000000,0,1,1,10350
10,12,8000,1,4,600000000,0,1,0,00300
12,14,10000,1,4,229999990,1,1,0,00300
5,4,4100,0,4,150000000,0,1,0,00300
3,4,3000,0,4,120000000,0,1,0,00400
4,4,5000,0,4,260000000,0,1,0,00500
4,4,6800,1,4,249000000,1,1,0,00500
8,8,9000,1,4,240000000,1,1,0,00500
5,6,4000,1,4,165000000,0,1,0,00500
3,3,38750,1,4,105000000,0,1,0,00500
4,5,4500,0,4,145000000,0,1,1,00600
6,7,6000,0,4,450000000,0,1,0,00700
5,5,6500,0,4,450000000,0,1,0,00700
6,7,4000,1,4,180000000,0,1,0,00700
3,4,5000,0,4,345000000,0,1,0,00800
6,8,10000,1,4,220000000,1,1,0,00800
4,4,4500,0,4,45000000,0,1,0,01500
4,5,4655,0,4,70000000,0,1,0,10107
5,5,6600,0,4,175000000,1,1,1,10120
4,4,5000,0,4,125000000,1,1,0,10120
5,4,4800,0,4,110000000,0,1,0,10120
5,5,6600,0,4,180000000,1,1,1,10120
3,4,4000,0,4,70000000,0,1,1,10120
4,4,3200,0,4,42500000,0,1,1,10120
3,5,2600,0,4,30000000,0,1,0,10120
5,6,3800,0,4,30000000,0,1,1,10120
2,3,2400,0,4,24500000,0,1,1,10120
5,7,5200,0,4,33000000,0,1,0,10120
4,4,3317,0,4,70000000,0,1,0,10350
4,4,3317,1,4,70000000,0,1,1,10350
2,3,2500,1,4,67570000,0,1,0,10350
6,7,5000,0,4,70000000,0,1,1,10400
4,4,3200,0,4,25000000,0,1,1,10400
4,5,3500,0,4,35000000,0,1,0,10400
3,4,2600,0,3,35000000,0,1,0,00101
5,5,6300,1,3,130000000,1,1,0,00101
3,4,2000,0,3,42000000,0,1,0,00101
4,4,4850,0,3,68000000,0,1,1,00101
2,4,4500,0,3,63000000,0,1,0,00101
2,3,4500,0,3,69000000,0,1,0,00101
3,4,4500,0,3,69000000,0,1,1,00101
3,4,3500,0,3,39500000,0,1,0,00101
3,4,3000,0,3,31500000,0,1,0,00101
5,7,4300,0,3,247000000,0,1,0,00500
5,4,6000,1,3,225000000,0,1,0,00500
4,4,5800,1,3,215000000,0,1,0,00500
5,5,4600,0,3,180000000,0,1,1,00500
5,5,4600,0,3,180000000,0,1,1,00500
5,4,4500,1,3,180000000,1,1,0,00500
4,5,4600,0,3,170000000,0,1,1,00500
3,4,3500,1,3,110000000,1,1,0,00500
3,4,4000,0,3,98000000,0,1,0,00500
3,4,3200,0,3,90000000,0,1,0,00500
2,3,3000,0,3,80000000,0,1,0,00500
3,5,2500,0,3,15000000,0,1,0,00500
3,4,3000,0,3,102000000,0,1,0,00600
5,7,3000,0,3,80000000,0,1,0,00600
2,4,4000,0,3,334500000,0,1,0,00700
4,4,2903,0,3,300000000,0,1,0,00700
5,5,3400,0,3,295000000,0,1,0,00700
3,4,2700,0,3,225000000,0,1,0,00700
5,9,4500,1,3,150000000,1,1,0,00800
4,6,3300,0,3,65000000,0,1,0,00800
4,5,4500,0,3,100000000,0,1,0,10107
4,5,4500,1,3,90000000,0,1,0,10107
3,4,6000,1,3,85000000,0,1,1,10107
4,4,4000,0,3,180000000,1,1,0,10107
4,5,3600,0,3,110000000,0,1,0,10107
4,5,2900,0,3,30000000,0,1,0,10120
3,4,3500,0,3,65000000,0,1,0,10120
5,5,4000,1,3,175000000,0,1,0,10120
5,7,6000,0,3,150000000,1,1,0,10120
3,5,3000,0,3,37000000,0,1,0,10120
5,5,3400,0,3,36000000,0,1,1,10120
3,4,2600,0,3,28000000,0,1,1,10120
2,4,2500,0,3,28000000,0,1,1,10120
5,5,6000,0,3,195000000,1,1,1,10120
4,6,5500,0,3,160000000,1,1,0,10120
2,4,1500,0,3,53235000,0,1,0,10120
3,5,2800,0,3,35000000,0,1,0,10120
3,3,2000+,0,3,75000000,0,1,0,10350
3,4,2800,0,3,60000000,0,1,0,10350
6,7,9000,0,3,74500000,0,1,0,10350
3,5,3000,0,3,33000000,0,1,0,10350
